cliente,monto_por_categoria
71789,PESC_mucho
71789,PESP_medio
71789,PESR_medio
71788,INDP_mucho
71788,PESC_medio
71788,PESP_mucho
71788,PESR_mucho
70348,CAMP_mucho
70348,PESC_medio
70348,PESP_mucho
70348,PESR_medio
70476,CUCH_medio
71099,CAMP_medio
71631,CAMP_mucho
71631,CUCH_poco
71631,OPTI_poco
71631,PESP_medio
71641,CAMP_medio
71674,CAMP_mucho
71674,PESP_medio
71747,CAMP_medio
71747,PESC_poco
71747,PESP_poco
71747,PESR_poco
71752,PESC_medio
71752,PESP_poco
71752,PESR_poco
71752,INDU_poco
71776,CAMP_poco
71776,CUCH_poco
71776,PESP_poco
71776,PESR_medio
71789,CAMP_poco
71789,PESR_poco
67849,PESC_medio
67849,PESP_mucho
67849,PESR_poco
70361,CAMP_mucho
70361,CUCH_medio
70361,INDU_medio
70361,OPTI_mucho
70361,PESP_medio
71676,OPTI_medio
67235,INST_poco
67235,PESC_medio
67235,PESR_medio
67261,CAMP_medio
67261,OPTI_poco
68209,CUCH_mucho
68602,CAMP_medio
68602,CUCH_poco
68602,PESC_medio
68602,PESP_medio
68602,PESR_medio
68727,OPTI_medio
69145,CAMP_poco
69145,CUCH_poco
69145,INST_poco
69145,OPTI_mucho
70283,PESP_mucho
70283,PESR_mucho
70838,CAMP_medio
70838,PESC_medio
70838,PESP_mucho
70838,PESR_medio
70838,TIRO_medio
71331,CAMP_mucho
71331,CUCH_poco
71331,INDP_medio
71641,PESC_medio
71641,PESP_medio
71641,PESR_poco
71752,CAMP_medio
71752,PESC_poco
71788,CAMP_medio
71788,INDP_poco
71788,PESP_medio
67263,INDU_medio
67671,OPTI_mucho
68431,CAMP_mucho
69476,OPTI_medio
69476,CAMP_poco
69476,OPTI_poco
70448,CAMP_poco
70448,CUCH_poco
70448,PESP_poco
70448,PESR_poco
71788,CAMP_mucho
71788,CUCH_poco
71788,INDP_medio
71788,TIRO_poco
68361,CAMP_mucho
68361,INDU_poco
68361,OPTI_mucho
68431,CAMP_mucho
68431,CUCH_poco
68431,INDU_poco
68431,OPTI_mucho
68431,PESP_medio
68431,CAMP_medio
68602,PESR_poco
68742,CAMP_poco
68742,CUCH_poco
68742,OPTI_poco
68742,PESC_medio
68742,PESP_medio
68742,PESR_medio
68769,OPTI_poco
68769,OPTI_poco
69145,OPTI_poco
69337,CAMP_poco
69337,INDP_poco
69337,INDU_poco
69337,INST_poco
69337,OPTI_medio
69337,PESP_poco
69337,PESR_poco
69882,CAMP_medio
69882,OPTI_medio
69882,PESC_poco
69882,TIRO_poco
71006,PESP_mucho
71018,PESP_mucho
71206,CAMP_mucho
71206,INDP_poco
71206,INDU_mucho
71206,PESC_medio
71206,PESP_mucho
71331,CAMP_poco
71615,CAMP_medio
71615,INDU_medio
71752,PESC_medio
67258,CAMP_medio
67258,INDP_poco
67258,PESP_medio
68573,PESP_medio
69347,OPTI_mucho
70556,PESP_mucho
70556,PESR_mucho
70561,PESP_poco
70839,CAMP_poco
70839,PESC_poco
70839,PESP_poco
70839,PESR_medio
71006,PESP_medio
71503,INDU_medio
71676,CAMP_medio
69135,CAMP_medio
69135,INST_poco
69135,OPTI_mucho
70379,PESP_mucho
70556,PESP_mucho
70556,PESP_mucho
70556,PESR_mucho
71373,CAMP_medio
71641,PESP_medio
71641,PESR_medio
71641,TIRO_poco
71689,CAMP_poco
71689,CUCH_poco
71689,OPTI_poco
71689,TIRO_poco
71752,CAMP_mucho
71752,CAMP_mucho
71775,CAMP_medio
71775,PESP_poco
67612,CAMP_medio
68056,PESP_mucho
